model,task,condition,version,nsample,system_type,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,p_30,average,notes,file
gpt_5.4,cpr,default=23,0,1,blinded,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9836030203361876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.622869467732315,,output/mult_default/gpt_5.4-cpr-default=23-v0-n1-blinded.json
gpt_5.4,cpr,default=26,0,1,blinded,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2688631253841171,0.0,0.0,0.0,0.7308457480743514,28.915813702217587,,output/mult_default/gpt_5.4-cpr-default=26-v0-n1-blinded.json
gpt_5.4,cpr,default=30,0,1,blinded,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9923844927241228,29.771534781723684,,output/mult_default/gpt_5.4-cpr-default=30-v0-n1-blinded.json
gpt_5.4,cpr,"no default, no group extraction",0,1,blinded,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04490480612938899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9019371415404265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04490480612938899,19.83493507598409,,output/mult_default/gpt_5.4-cpr-v0-n1-blinded.json
gpt_5.4_mini,cpr,default=0,0,1,blinded,0.9231815651925368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07577935750843812,2.2733807252531433,,output/mult_default/gpt_5.4_mini-cpr-default=0-v0-n1-blinded.json
gpt_5.4_mini,cpr,default=11,0,1,blinded,0.046981806755034175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9436548142963067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.380202957259375,,output/mult_default/gpt_5.4_mini-cpr-default=11-v0-n1-blinded.json
gpt_5.4_mini,cpr,default=18,0,1,blinded,0.05828052233392989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9116607568878725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02752976942682418,17.23578670678643,,output/mult_default/gpt_5.4_mini-cpr-default=18-v0-n1-blinded.json
gpt_5.4_mini,cpr,default=23,0,1,blinded,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9493487413063775,0.0,0.0,0.0,0.0,0.0,0.0,0.03681024540019717,22.939328412052596,,output/mult_default/gpt_5.4_mini-cpr-default=23-v0-n1-blinded.json
gpt_5.4_mini,cpr,default=26,0,1,blinded,0.05782609734794837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127303237748867,0.0,0.0,0.0,0.0,0.0,0.9045523541131862,0.0,0.0,0.0,0.0,23.943821854492615,,output/mult_default/gpt_5.4_mini-cpr-default=26-v0-n1-blinded.json
gpt_5.4_mini,cpr,default=30,0,1,blinded,0.037295619663204896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9618667085364038,28.856001256092114,,output/mult_default/gpt_5.4_mini-cpr-default=30-v0-n1-blinded.json
gpt_5.4_mini,cpr,"no default, no group extraction",0,1,blinded,0.5200196381781403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07037700502143948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40499170142564433,13.55729114319812,,output/mult_default/gpt_5.4_mini-cpr-v0-n1-blinded.json
gpt_5.4_nano,cpr,default=0,0,1,blinded,0.28943627626730745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16491581907118624,0.0,0.0,0.0,0.0,0.10647766826108668,0.0,0.0,0.0,0.0,0.17555197558917798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21175610330128009,13.110045825450126,,output/mult_default/gpt_5.4_nano-cpr-default=0-v0-n1-blinded.json
gpt_5.4_nano,cpr,default=11,0,1,blinded,0.22348111956265504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05308141857089184,0.3461343291513174,0.0,0.0,0.0,0.05308141857089184,0.0,0.0,0.0,0.0,0.10556500605051392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.245813205947066,,output/mult_default/gpt_5.4_nano-cpr-default=11-v0-n1-blinded.json
gpt_5.4_nano,cpr,default=18,0,1,blinded,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03619388631257521,0.0,0.09242432653412012,0.0,0.0,0.0,0.0,0.0,0.7269737049213975,0.0,0.03619388631257521,0.0,0.028187827002630977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.900567390429734,,output/mult_default/gpt_5.4_nano-cpr-default=18-v0-n1-blinded.json
gpt_5.4_nano,cpr,default=23,0,1,blinded,0.2569224441672517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09451647391740726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0370131829997076,0.0,0.0,0.32989494842828837,0.0,0.0,0.0,0.0,0.0,0.0,0.1558313395557454,13.94795239969122,,output/mult_default/gpt_5.4_nano-cpr-default=23-v0-n1-blinded.json
gpt_5.4_nano,cpr,default=26,0,1,blinded,0.1676781311118159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12267595597808134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14797543133735122,0.0,0.0,0.0,0.0,0.0,0.3334677821716005,0.0,0.0,0.0,0.05794801842957476,14.594871075876695,,output/mult_default/gpt_5.4_nano-cpr-default=26-v0-n1-blinded.json
gpt_5.4_nano,cpr,default=30,0,1,blinded,0.554382975279919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033293285467248246,0.0,0.0,0.0,0.0,0.014773805869852918,0.0,0.0,0.0,0.0,0.05843153570480266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31587789763772567,11.1995075859481,,output/mult_default/gpt_5.4_nano-cpr-default=30-v0-n1-blinded.json
gpt_5.4_nano,cpr,"no default, no group extraction",0,1,blinded,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2758898843029678,0.0,0.0,0.0,0.0,0.2591745612123065,0.0,0.0,0.0,0.0,0.3126241956146937,0.0,0.0,0.0,0.0,0.045037780174979176,0.0,0.0,0.0,0.0,0.05103449093484143,15.55598040592787,,output/mult_default/gpt_5.4_nano-cpr-v0-n1-blinded.json
